platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint
douyin,44efcc25b6208762984f,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-03-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#气垫 #J-beauty,2227,86,603,56,10k-100k,False
douyin,623a5f1bc2039082786c,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-04-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#气垫 #J-beauty,405,48,98,33,1k-10k,False
xiaohongshu,b2eb48fc69e0c6a12ecc,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-02-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#气垫 #J-beauty,251,19,34,21,100k-1m,False
xiaohongshu,016958f8db068661723a,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-03-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#气垫 #J-beauty,258,8,96,23,10k-100k,False
xiaohongshu,45babb53f19a6d7727ee,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-04-10 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#粉底液 #J-beauty,308,34,95,24,100k-1m,False
xiaohongshu,39e3ce222a9e0b520a97,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉饼 测评,2026-05-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#粉饼 #J-beauty,385,44,133,28,1k-10k,False
xiaohongshu,10f376ceb75c4b25d772,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#气垫 #J-beauty,397,43,21,5,1k-10k,False
douyin,b46f4db37e1537300910,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-04-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #J-beauty,306,11,96,3,1k-10k,False
douyin,50917e43caaf1f382de9,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-01-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#气垫 #J-beauty,93,2,8,2,1k-10k,False
douyin,617f2582171f91d91cd2,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-06-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#粉底液 #J-beauty,229,20,39,3,100k-1m,False
douyin,be236bccc7d3134c84e0,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-05-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#气垫 #J-beauty,424,46,112,14,100k-1m,False
douyin,ff34cfda363e18bb79d3,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。,#气垫 #J-beauty,101,3,40,1,1k-10k,False
xiaohongshu,6fa7b098cc33d369d61a,KATE,J-beauty,Japan,mid,base,KATE 粉饼 测评,2026-01-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#粉饼 #J-beauty,112,9,43,11,1k-10k,False
xiaohongshu,b639375c00dc92f9fed4,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-02-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。,#粉底液 #J-beauty,235,6,18,2,1k-10k,False
xiaohongshu,4b3836133130e59ef77b,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-06-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇泥 #J-beauty,61,5,23,4,1k-10k,False
xiaohongshu,0625437c58b6b194f622,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-02-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#唇泥 #J-beauty,70,6,6,6,10k-100k,False
xiaohongshu,f94d52837f05906db194,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-04-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉底液 #J-beauty,213,16,39,10,1k-10k,False
douyin,b51ecbf0f36d0b63338e,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-03-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#唇泥 #J-beauty,104,8,34,7,1k-10k,False
douyin,d1cf388fca9dfbf256b8,KATE,J-beauty,Japan,mid,lip,KATE 口红 测评,2026-01-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#口红 #J-beauty,172,8,64,11,10k-100k,False
douyin,ee2f1d822b331f63c52e,KATE,J-beauty,Japan,mid,lip,KATE 口红 测评,2026-01-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 口红｜持妆实测,通勤使用8小时记录，持妆实测。,#口红 #J-beauty,43,1,7,3,10k-100k,False
douyin,8d6f78e67446860e108c,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-04-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#粉底液 #J-beauty,1181,96,64,67,10k-100k,False
douyin,4f881ad483aa11cf8079,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-01-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。干皮可能拔干,#唇泥 #J-beauty,83,3,13,5,100k-1m,False
xiaohongshu,4023e41cefad83e49a0d,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-05-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜持妆实测,通勤使用8小时记录，持妆实测。,#眼影 #J-beauty,1062,31,353,44,1k-10k,False
xiaohongshu,fb557d128211ff21194d,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-06-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#睫毛膏 #J-beauty,132,14,45,13,100k-1m,False
xiaohongshu,48e88e89918cd07e2576,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-04-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#眼影 #J-beauty,77,5,11,5,100k-1m,False
xiaohongshu,ff10b9fabd44b9d8bda5,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#睫毛膏 #J-beauty,163,7,28,2,1k-10k,False
xiaohongshu,6eb5932c1a8a3757232c,excel,J-beauty,Japan,mid,eye,excel 眉笔 测评,2026-01-10 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眉笔｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#眉笔 #J-beauty,126,9,45,10,100k-1m,False
douyin,cd0ff45a627bf7868680,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-02-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。,#睫毛膏 #J-beauty,107,6,39,9,100k-1m,False
douyin,3a30528c6925c1257b47,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-02-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#眼影 #J-beauty,1033,87,108,83,100k-1m,False
douyin,8d44a44e7e06f89d536c,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-06-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#眼影 #J-beauty,596,54,50,7,100k-1m,False
douyin,c3e9c8371d70b8297994,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#睫毛膏 #J-beauty,382,38,132,22,1k-10k,False
douyin,9dc4da56d42cfc0ea91a,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-04-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。,#睫毛膏 #J-beauty,120,9,43,4,1k-10k,False
xiaohongshu,ee69eefcde063c0dec77,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#睫毛膏 #J-beauty,248,17,72,23,100k-1m,False
xiaohongshu,68c49330595391c5ed5a,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 眉笔 测评,2026-06-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 眉笔｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#眉笔 #J-beauty,198,9,16,16,10k-100k,False
xiaohongshu,c48a192f6a4a62ab8e57,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇釉 测评,2026-01-30 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇釉｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#唇釉 #J-beauty,100,3,24,8,10k-100k,False
xiaohongshu,1c28c5ef0f7f73ad0961,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-05-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#睫毛膏 #J-beauty,412,15,41,28,1k-10k,False
xiaohongshu,a9705f6324ebc915159d,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-01-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#睫毛膏 #J-beauty,344,19,42,14,100k-1m,False
douyin,f8ee3a15ca84f72e4703,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 口红 测评,2026-06-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#口红 #J-beauty,316,37,23,23,10k-100k,False
douyin,ab6960fada720ce3eda4,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-04-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#唇泥 #J-beauty,972,38,146,92,10k-100k,False
douyin,814cd0d11efabbe7be77,ADDICTION,J-beauty,Japan,premium,eye,ADDICTION 睫毛膏 测评,2026-05-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#睫毛膏 #J-beauty,460,13,38,30,1k-10k,False
douyin,5c281c88f9737e37c9a7,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-02-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#唇泥 #J-beauty,800,79,48,33,1k-10k,False
douyin,d7764eb891bc13a8eab9,ADDICTION,J-beauty,Japan,premium,lip,ADDICTION 唇泥 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,ADDICTION 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#唇泥 #J-beauty,67,7,26,2,100k-1m,False
xiaohongshu,640da62a6a8c0b8e89ed,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#气垫 #J-beauty,76,7,27,5,1k-10k,False
xiaohongshu,cac5f885456adb1c172d,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-03-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#粉底液 #J-beauty,131,5,44,6,10k-100k,False
xiaohongshu,273316f26aa99ab6d711,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-01-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉饼 #J-beauty,113,7,18,9,100k-1m,False
xiaohongshu,cb71c16f32a1c9e1c447,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#气垫 #J-beauty,269,31,72,17,1k-10k,False
xiaohongshu,ad7fe71d61be4660552b,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-06-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉饼 #J-beauty,65,5,25,1,1k-10k,False
douyin,93083a0d9a48496f4c2e,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#气垫 #J-beauty,284,33,83,4,10k-100k,False
douyin,c1076e4006e8206278c3,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉饼 测评,2026-03-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#粉饼 #J-beauty,15832,1845,4955,376,1k-10k,False
douyin,59bdebdcc4295fbd9e54,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-05-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#粉底液 #J-beauty,87,3,24,4,100k-1m,False
douyin,4aaf3198a138decee341,SUQQU,J-beauty,Japan,luxury,base,SUQQU 气垫 测评,2026-02-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 气垫｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#气垫 #J-beauty,313,10,19,27,10k-100k,False
douyin,753cbed2601d7b33ba4e,SUQQU,J-beauty,Japan,luxury,base,SUQQU 粉底液 测评,2026-01-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,SUQQU 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。,#粉底液 #J-beauty,871,26,98,49,100k-1m,False
xiaohongshu,fc83f0a97f18d36b2c04,Shiseido,J-beauty,Japan,premium,base,Shiseido 气垫 测评,2026-01-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 气垫｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#气垫 #J-beauty,34,2,13,0,100k-1m,False
xiaohongshu,3c5995b83312825243ea,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-03-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#唇泥 #J-beauty,469,26,29,44,10k-100k,False
xiaohongshu,7c346ba58d94f7486da9,Shiseido,J-beauty,Japan,premium,lip,Shiseido 口红 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 口红｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#口红 #J-beauty,62,2,20,2,10k-100k,False
xiaohongshu,3a4d6a13b9948f77c417,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇釉 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇釉｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#唇釉 #J-beauty,1040,92,105,21,10k-100k,False
xiaohongshu,2b5cfc329bbd31eafa29,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#唇泥 #J-beauty,521,28,199,29,100k-1m,False
douyin,c60e4319939f7e5a49ab,Shiseido,J-beauty,Japan,premium,base,Shiseido 气垫 测评,2026-01-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。下午会暗沉,#气垫 #J-beauty,198,5,59,15,1k-10k,False
douyin,7543df956249cdc44058,Shiseido,J-beauty,Japan,premium,base,Shiseido 粉饼 测评,2026-03-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。,#粉饼 #J-beauty,243,25,83,12,1k-10k,False
douyin,e37deff1aebde77a254e,Shiseido,J-beauty,Japan,premium,lip,Shiseido 唇泥 测评,2026-05-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #J-beauty,511,19,52,26,10k-100k,False
douyin,7c25dd1aaa2d1eff4e9c,Shiseido,J-beauty,Japan,premium,base,Shiseido 粉底液 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉底液 #J-beauty,325,30,58,32,1k-10k,False
douyin,d3cfa5eb76f41d43b4ea,Shiseido,J-beauty,Japan,premium,lip,Shiseido 口红 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Shiseido 口红｜水光奶油肌,通勤使用8小时记录，水光奶油肌。但有点卡粉,#口红 #J-beauty,358,26,61,24,1k-10k,False
xiaohongshu,4b2d9a3cc769cd005b88,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-30 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#口红 #International luxury,258,15,17,9,10k-100k,False
xiaohongshu,7cfec56bf2004492e0f9,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#唇泥 #International luxury,286,24,88,13,10k-100k,False
xiaohongshu,f8ef4a5d11cb0b264550,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#口红 #International luxury,1240,107,133,71,100k-1m,False
xiaohongshu,109e497980d9980acb8e,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-06-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#唇泥 #International luxury,307,31,41,26,1k-10k,False
xiaohongshu,f5fe30555872e004ff8f,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-01-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#唇泥 #International luxury,140,11,17,5,100k-1m,False
douyin,55b91abec46b563f1721,Dior,International luxury,France,luxury,base,Dior 粉饼 测评,2026-01-31 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。敏感肌先试用,#粉饼 #International luxury,327,25,17,5,10k-100k,False
douyin,6267ef7bc26900f7ba0a,Dior,International luxury,France,luxury,lip,Dior 唇釉 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇釉｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#唇釉 #International luxury,889,74,351,56,100k-1m,False
douyin,b7aeea9adf0b240faf0a,Dior,International luxury,France,luxury,lip,Dior 唇泥 测评,2026-06-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#唇泥 #International luxury,255,17,35,6,10k-100k,False
douyin,47e7fa92ae97be184423,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-02-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#口红 #International luxury,221,15,20,20,1k-10k,False
douyin,ab0a60a9776f0dd1c554,Dior,International luxury,France,luxury,lip,Dior 口红 测评,2026-05-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,Dior 口红｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。略微沾杯,#口红 #International luxury,788,47,313,70,100k-1m,False
xiaohongshu,76b933165604b3c16871,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-01-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉底液 #International luxury,73,3,8,3,1k-10k,False
xiaohongshu,2502aa282ae67d25f447,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-01-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#粉底液 #International luxury,154,4,33,11,1k-10k,False
xiaohongshu,8f814963a3a5d4c1e595,YSL,International luxury,France,luxury,lip,YSL 唇釉 测评,2026-03-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 唇釉｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#唇釉 #International luxury,214,18,43,21,1k-10k,False
xiaohongshu,194adbaca8716fabb68f,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-02-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #International luxury,159,7,31,13,100k-1m,False
xiaohongshu,3d3115e10a2ab32459de,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-03-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉饼 #International luxury,201,5,43,6,10k-100k,False
douyin,889ff972914d242853ea,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-01-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。,#粉饼 #International luxury,219,23,70,15,10k-100k,False
douyin,98885010e432c33505b5,YSL,International luxury,France,luxury,base,YSL 粉底液 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉底液 #International luxury,156,5,16,14,1k-10k,False
douyin,9e56d13b65733f567cd1,YSL,International luxury,France,luxury,base,YSL 粉饼 测评,2026-02-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。干皮可能拔干,#粉饼 #International luxury,141,4,26,13,1k-10k,False
douyin,f44d0b6e91b6a6459cc5,YSL,International luxury,France,luxury,lip,YSL 口红 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 口红｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#口红 #International luxury,348,12,94,19,10k-100k,False
douyin,cfc560b7bb8a7c57ddf4,YSL,International luxury,France,luxury,lip,YSL 口红 测评,2026-03-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,YSL 口红｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#口红 #International luxury,2451,198,303,229,100k-1m,False
xiaohongshu,e3a9b01249c49b3b43d2,CHANEL,International luxury,France,luxury,base,CHANEL 粉饼 测评,2026-04-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉饼 #International luxury,257,21,24,11,1k-10k,False
xiaohongshu,8eb548ebca1017a4158c,CHANEL,International luxury,France,luxury,lip,CHANEL 唇釉 测评,2026-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 唇釉｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#唇釉 #International luxury,476,51,114,18,10k-100k,False
xiaohongshu,949f4e0ac9e47b42204a,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#粉底液 #International luxury,144,7,10,10,100k-1m,False
xiaohongshu,c8d02be51e4485df5985,CHANEL,International luxury,France,luxury,lip,CHANEL 唇泥 测评,2026-06-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 唇泥｜学生党平替,通勤使用8小时记录，学生党平替。,#唇泥 #International luxury,562,58,155,11,10k-100k,False
xiaohongshu,a35d627ffe268b4da975,CHANEL,International luxury,France,luxury,base,CHANEL 粉底液 测评,2026-05-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,CHANEL 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#粉底液 #International luxury,120,5,47,9,1k-10k,False
